date,carrot,tomato,enoki,cabbage,radish,carrot_pred_Ridge,tomato_pred_Ridge,enoki_pred_Ridge,cabbage_pred_Ridge,radish_pred_Ridge,carrot_pred_RandomForest,tomato_pred_RandomForest,enoki_pred_RandomForest,cabbage_pred_RandomForest,radish_pred_RandomForest,carrot_pred_LGBM,tomato_pred_LGBM,enoki_pred_LGBM,cabbage_pred_LGBM,radish_pred_LGBM,carrot_pred_XGBoost,tomato_pred_XGBoost,enoki_pred_XGBoost,cabbage_pred_XGBoost,radish_pred_XGBoost,carrot_pred_MLP,tomato_pred_MLP,enoki_pred_MLP,cabbage_pred_MLP,radish_pred_MLP,carrot_pred_average,tomato_pred_average,enoki_pred_average,cabbage_pred_average,radish_pred_average,carrot_pred_stack,tomato_pred_stack,enoki_pred_stack,cabbage_pred_stack,radish_pred_stack
2016-07-25,812.0,1327.0,767.0,638.0,434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-26,839.0,1452.0,724.0,564.0,459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-27,852.0,1493.0,676.0,599.0,414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-28,859.0,1525.0,604.0,678.0,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-29,1064.0,1394.0,553.0,627.0,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-30,859.0,1059.0,592.0,720.0,435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-31,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-01,1132.0,1018.0,931.0,672.0,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-02,1009.0,1010.0,830.0,746.0,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-03,968.0,1080.0,784.0,715.0,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-04,1022.0,1070.0,792.0,779.0,414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-05,860.0,1053.0,905.0,914.0,555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-06,926.0,914.0,774.0,901.0,509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-07,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-08,1060.0,1042.0,1204.0,752.0,522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-09,907.0,1050.0,940.0,765.0,487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-10,1043.0,1115.0,782.0,876.0,522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-11,813.0,1151.0,750.0,847.0,465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-12,950.0,1165.0,736.0,870.0,432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-13,777.0,1067.0,767.0,889.0,449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-14,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-15,966.0,1071.0,790.0,1039.0,558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-16,974.0,1059.0,791.0,1045.0,594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-17,1281.0,1046.0,775.0,1132.0,658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-18,1020.0,1116.0,791.0,1128.0,677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-19,1258.0,1170.0,806.0,1127.0,669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-20,761.0,1148.0,1052.0,1242.0,647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-21,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-22,1125.0,1133.0,1223.0,1380.0,685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-23,1132.0,1213.0,1360.0,1374.0,668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-24,1012.0,1305.0,1377.0,1313.0,778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-25,956.0,1423.0,1293.0,1288.0,771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-26,1097.0,1515.0,1245.0,1268.0,803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-27,857.0,1590.0,1227.0,1629.0,890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-28,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-29,1085.0,1737.0,1533.0,1641.0,918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-30,1105.0,1948.0,1979.0,1756.0,1066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-31,1199.0,2238.0,2198.0,1760.0,1053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-01,1117.0,2597.0,2298.0,1619.0,1155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-02,924.0,2873.0,2638.0,1603.0,1013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-03,770.0,3152.0,2669.0,1555.0,1021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-04,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-05,1147.0,3003.0,3154.0,1600.0,972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-06,1021.0,3169.0,3309.0,1562.0,910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-07,1060.0,3008.0,2186.0,1448.0,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-08,935.0,3316.0,2051.0,1468.0,784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-09,983.0,3646.0,2137.0,1495.0,784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-10,925.0,3088.0,2294.0,1387.0,826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-11,1107.0,1622.0,1785.0,1590.0,858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-12,1130.0,2259.0,2472.0,1367.0,819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-13,1203.0,1991.0,3120.0,1692.0,1186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-14,697.0,962.0,1796.0,1247.0,763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-15,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-17,844.0,1563.0,2000.0,2131.0,965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-18,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-19,1158.0,1208.0,1939.0,1237.0,808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-20,1012.0,1460.0,2090.0,1287.0,921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-21,1014.0,1745.0,1814.0,1242.0,842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-22,1064.0,1899.0,1683.0,1226.0,789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-23,1047.0,1962.0,1601.0,1284.0,765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-24,1016.0,1873.0,1842.0,1330.0,747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-26,1044.0,1967.0,2247.0,1359.0,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-27,1074.0,2020.0,2463.0,1443.0,964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-28,1110.0,2272.0,1952.0,1418.0,1032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-29,929.0,2423.0,1762.0,1358.0,988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,1064.0,2781.0,1904.0,1312.0,926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-01,957.0,2861.0,2147.0,1056.0,909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-02,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-03,1191.0,3222.0,2046.0,1046.0,1041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-04,1151.0,3420.0,2247.0,1100.0,1034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-05,1150.0,3439.0,2128.0,856.0,1126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-06,1210.0,3552.0,2124.0,977.0,1256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-07,1230.0,3607.0,1990.0,805.0,1311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-08,1321.0,3407.0,1926.0,653.0,1265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-09,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-10,1224.0,3655.0,2104.0,701.0,1211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-11,1328.0,3393.0,2004.0,611.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-12,1398.0,3485.0,1947.0,649.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-13,1308.0,3483.0,1918.0,710.0,1003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-14,1149.0,3853.0,2061.0,762.0,971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-15,921.0,3651.0,2337.0,777.0,948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-17,1371.0,3593.0,2431.0,679.0,973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-18,1113.0,3246.0,2349.0,620.0,1042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-19,1232.0,3249.0,2293.0,570.0,1035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-20,1299.0,2979.0,2125.0,539.0,1076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-21,1220.0,2855.0,2250.0,525.0,980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-22,1058.0,2364.0,2166.0,504.0,1037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-23,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-24,1259.0,2364.0,2243.0,515.0,958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-25,1115.0,2154.0,2185.0,503.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-26,1167.0,2184.0,2078.0,641.0,980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-27,1076.0,2087.0,2024.0,526.0,932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-28,1188.0,2113.0,1999.0,507.0,904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-29,1003.0,1896.0,2133.0,475.0,938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-30,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-31,1392.0,2070.0,2232.0,522.0,685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-01,1365.0,1945.0,2265.0,488.0,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-02,1239.0,2163.0,2167.0,497.0,591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-03,1294.0,2113.0,2165.0,542.0,587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-04,1301.0,2434.0,2135.0,542.0,632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-05,1347.0,2177.0,2194.0,535.0,632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-06,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-07,1516.0,2367.0,2346.0,556.0,630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-08,1455.0,2283.0,2297.0,539.0,660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-09,1606.0,2395.0,2233.0,550.0,658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-10,1540.0,2481.0,2266.0,575.0,636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-11,1583.0,2498.0,2251.0,662.0,674.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,1246.0,2302.0,2257.0,741.0,764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-13,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-14,1481.0,2389.0,2437.0,681.0,707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-15,1639.0,2256.0,2337.0,644.0,631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-16,1502.0,2410.0,2222.0,629.0,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-17,1802.0,2443.0,2078.0,723.0,639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-18,1429.0,2391.0,2045.0,794.0,748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-19,1207.0,2227.0,2109.0,726.0,879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-20,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-21,1488.0,2341.0,2224.0,678.0,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-22,1549.0,2321.0,2309.0,633.0,661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-23,1371.0,2248.0,2115.0,702.0,657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-24,1507.0,2311.0,2008.0,726.0,739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-25,1504.0,2358.0,1957.0,755.0,751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-26,1264.0,2280.0,1957.0,665.0,677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-27,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-28,1641.0,2414.0,1945.0,707.0,717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-29,1647.0,2470.0,2012.0,645.0,682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-30,2000.0,2396.0,1923.0,663.0,695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-01,1619.0,2448.0,1839.0,673.0,773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02,1537.0,2865.0,1823.0,743.0,882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-03,1526.0,3135.0,1805.0,733.0,835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-04,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-05,1754.0,3404.0,1851.0,693.0,808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-06,1705.0,3300.0,1851.0,641.0,786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-07,1568.0,3473.0,1858.0,650.0,836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-08,1531.0,3514.0,1825.0,665.0,877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-09,1702.0,3338.0,1782.0,696.0,860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-10,1315.0,3215.0,1774.0,641.0,855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-11,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-12,1563.0,3246.0,1934.0,657.0,936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-13,1625.0,3252.0,2007.0,650.0,992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-14,1563.0,3014.0,1972.0,712.0,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15,1334.0,3277.0,1969.0,707.0,1184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-16,1646.0,3021.0,1962.0,764.0,1131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-17,1392.0,2931.0,1990.0,731.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-18,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-19,1911.0,3099.0,2075.0,764.0,1032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-20,2042.0,3097.0,2123.0,754.0,1063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-21,1552.0,2831.0,2069.0,748.0,1149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-22,1810.0,3069.0,1985.0,771.0,1170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-23,1881.0,2999.0,1918.0,752.0,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-24,920.0,3000.0,1883.0,744.0,1096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-26,2097.0,3157.0,1984.0,756.0,1010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-27,2064.0,3129.0,1974.0,821.0,982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-28,1929.0,2810.0,1893.0,747.0,964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-29,1838.0,3234.0,1865.0,790.0,941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-30,1983.0,2992.0,1818.0,839.0,923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,1131.0,3055.0,1810.0,1070.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-02,1514.0,3167.0,1810.0,732.0,855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-03,1748.0,3095.0,1822.0,865.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-04,1641.0,2970.0,1880.0,823.0,1145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-05,1809.0,3148.0,1738.0,791.0,1082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-06,1840.0,3035.0,1685.0,773.0,949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-07,1520.0,2959.0,1631.0,741.0,922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-08,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-09,1704.0,3093.0,1691.0,761.0,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-10,1685.0,3044.0,1783.0,735.0,844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-11,1725.0,2959.0,1781.0,740.0,820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-12,1704.0,2519.0,1706.0,744.0,806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-13,1817.0,2855.0,1684.0,755.0,748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-14,1736.0,2668.0,1669.0,752.0,711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-15,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,1618.0,2692.0,1711.0,743.0,755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-17,1578.0,2627.0,1690.0,804.0,777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-18,1588.0,2642.0,1649.0,792.0,794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-19,1483.0,2685.0,1621.0,748.0,815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-20,1434.0,2694.0,1625.0,783.0,792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-21,1404.0,2570.0,1715.0,787.0,758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22,0.0,2755.0,1520.0,842.0,659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,1232.0,2673.0,1968.0,764.0,707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-24,1324.0,2600.0,1940.0,730.0,708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-25,1321.0,2548.0,1883.0,809.0,729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-26,1391.0,2730.0,1749.0,824.0,814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-27,931.0,2315.0,1452.0,897.0,724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-28,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-29,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,1117.0,2391.0,1638.0,684.0,698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-01,1425.0,2522.0,1539.0,834.0,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-02,1647.0,2554.0,1440.0,842.0,875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-03,1460.0,2721.0,1355.0,857.0,886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-04,1429.0,2692.0,1278.0,831.0,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,1287.0,2941.0,1337.0,831.0,801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-07,1180.0,2849.0,1369.0,821.0,791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-08,1272.0,2919.0,1366.0,808.0,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-09,1240.0,2999.0,1311.0,794.0,723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-10,1251.0,2960.0,1237.0,773.0,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-11,973.0,2921.0,1220.0,811.0,711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-12,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-13,1230.0,3000.0,1240.0,841.0,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-14,1240.0,2918.0,1263.0,766.0,722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-15,1177.0,2972.0,1271.0,762.0,748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-16,1099.0,3116.0,1209.0,778.0,718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-17,1255.0,2995.0,1198.0,795.0,695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-18,1007.0,3008.0,1180.0,861.0,685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-19,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
